dates,01,02,04,05,06,08,09,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55,56
2020-11-07,4129.601473328051,2639.0721008277005,3536.1176976656734,4003.838552801971,2453.3218492920532,2222.1369411620885,2191.268192434438,2696.5465965059298,2535.037244119368,3897.417125463451,3814.8334110828964,1133.6476743660444,4046.411294496843,3771.9756300219206,3055.7829446724772,4762.3032135578605,3424.6909190015217,2678.3741782355155,4123.972798106348,565.3870074065699,2529.326725860449,2460.29635387899,2293.7446686179646,3102.223691191198,4229.794946422373,3153.1738865813577,3644.161837163564,4259.442682205616,3530.535466385469,900.2648356893487,2843.690576310572,2559.6269414434846,2701.860086181651,2776.913304660794,6981.5841755657675,2102.1892190160065,3329.5922562990727,1175.6778575809728,1816.0693623467416,3434.1456783853664,3588.119285709014,6101.333960316913,4073.9187491781586,3397.244594844351,4062.2802918815532,376.1284253408313,2236.2201993809635,1523.4751164592858,1540.5544299658454,4766.099538440452,2867.687586715714
2020-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
